,FX1_W2_Day2,FX1_W4_Day4,FX1_W5_Day3,FX1_W5_Day4,FX1_W6_Day4,FX1_W6_Day5,FX1_W7_Day1,FX1_W7_Day2,FX1_W7_Day3,FX1_W7_Day4,FX1_W7_Day5,FX1_W8_Day1,FX1_W8_Day2,FX1_W8_Day3,FX1_W8_Day4,FX2_W2_Day1,FX2_W2_Day2,FX2_W2_Day3,FX2_W2_Day4,FX2_W2_Day5,FX2_W3_Day1,FX2_W3_Day2,FX2_W3_Day3,FX2_W5_Day1,FX2_W5_Day2,FX2_W5_Day3,FX2_W5_Day4,FX2_W5_Day5,FX2_W6_Day1,FX2_W6_Day2,FX2_W6_Day3,FX2_W6_Day4,FX2_W6_Day5,FX2_W7_Day1,FX2_W7_Day2,FX2_W7_Day3,FX2_W7_Day4,FX2_W7_Day5,FX2_W8_Day1,FX3_W2_Day1,FX3_W2_Day2,FX3_W2_Day3,FX3_W2_Day4,FX3_W2_Day5,FX3_W3_Day2,FX3_W3_Day3,FX3_W3_Day4,FX3_W5_Day1,FX3_W5_Day2,FX3_W5_Day3,FX3_W5_Day4,FX3_W5_Day5,FX3_W6_Day1,FX3_W6_Day2,FX3_W6_Day3,FX3_W6_Day4,FX3_W6_Day5,FX3_W7_Day1,FX3_W7_Day2,FX3_W7_Day3,FX3_W7_Day4,FX3_W7_Day5,FX3_W8_Day1,FX3_W8_Day2,FX3_W8_Day3,MX1_W3_Day1,MX1_W3_Day2,MX1_W3_Day3,MX1_W3_Day4,MX1_W3_Day5,MX1_W4_Day2,MX1_W4_Day3,MX1_W4_Day4,MX1_W5_Day1,MX1_W5_Day2,MX1_W6_Day1,MX1_W6_Day2,MX1_W6_Day3,MX1_W6_Day4,MX1_W6_Day5,MX1_W7_Day1,MX1_W7_Day2,MX1_W7_Day3,MX1_W7_Day4,MX1_W7_Day5,MX1_W8_Day1,MX1_W8_Day2,MX1_W8_Day3,MX1_W8_Day4,MX1_W8_Day5,MX2_W2_Day1,MX2_W2_Day3,MX2_W3_Day1,MX2_W3_Day2,MX2_W3_Day3,MX2_W3_Day4,MX2_W3_Day5,MX2_W4_Day2,MX2_W4_Day3,MX2_W6_Day1,MX2_W6_Day2,MX2_W6_Day3,MX2_W6_Day4,MX2_W6_Day5,MX2_W7_Day1,MX2_W7_Day2,MX2_W7_Day3,MX2_W7_Day4,MX2_W7_Day5,MX2_W8_Day1,MX2_W8_Day2,MX2_W8_Day3,MX2_W8_Day4,MX2_W8_Day5,Zt,T
10,,174.6166354,162.0897265,,,181.6513608,,186.2712262,,,190.7621479,204.3435236,208.9652459,208.4614961,,173.332917,,,,,,,,185.740447,207.078905,162.9111851,,,191.9832478,166.1577626,183.2547092,,200.9586081,,177.2032035,,,203.0046258,211.5661118,179.4591115,,,,,,,,157.2672376,210.2894088,165.390385,,,223.2289152,221.7778423,198.5358183,,183.5445873,,141.734729,,,195.8675798,213.1969345,203.7857557,204.5425141,209.6573726,,,,,,,,,,181.2446718,218.7464778,173.9800596,,,211.8920056,157.366597,204.0646178,,196.9558845,,192.875988,,,190.4643215,176.5826162,193.9461801,217.4767785,,,,,,,187.9559983,201.4206377,150.4513546,,,188.1948418,203.9154191,175.7945638,,185.9519958,,178.2480887,,,192.2944181,0,-250
11,,173.3989015,171.3532674,,,181.1462741,,204.1081047,,,185.5173313,204.9854237,210.2544954,170.2189943,,192.6409619,,,,,,,,189.9921709,219.0325868,157.9152682,,,192.8909327,193.7252852,200.3518497,,213.1860564,,177.616486,,,212.1989514,201.7613645,185.3271511,,,,,,,,167.4487212,213.6912504,180.891857,,,213.3492548,226.3855622,209.4724923,,189.9873467,,148.0798474,,,200.1097999,198.6041018,200.8524604,210.8846369,218.5535684,,,,,,,,,,179.159038,205.4746046,161.9155715,,,225.3501315,167.272145,200.4724251,,196.7113733,,207.3970016,,,216.8296925,174.1811959,195.7336186,213.558409,,,,,,,186.3695133,198.3825349,168.6175799,,,200.3115132,198.375071,180.8177969,,186.5535645,,178.9801272,,,188.9868397,0,-245
12,,153.1744516,167.9185121,,,176.9760497,,198.4499861,,,194.9069739,208.0081738,201.759773,180.5307444,,200.8713134,,,,,,,,180.9674297,223.6390373,169.6224836,,,198.0290214,203.3197327,205.6516578,,220.3162197,,200.9764404,,,214.0209743,199.4108002,179.5353061,,,,,,,,187.5926861,207.9508268,197.68257,,,214.8409251,226.7119672,210.2702553,,205.2411374,,169.5538146,,,211.3982657,206.2263391,201.4773161,214.1672957,225.4720614,,,,,,,,,,180.3318303,178.3487104,161.6559705,,,223.9669275,159.5069923,208.2219379,,177.3140073,,171.25636,,,207.765229,179.2761373,205.5044712,186.5115535,,,,,,,188.2006452,205.2964348,182.2056021,,,209.7082,211.3453991,184.0636766,,168.3381326,,182.1254949,,,188.8496651,0,-240
13,,152.9326784,177.7998373,,,164.9639715,,203.009286,,,184.1890739,211.1600885,206.1409873,202.6719458,,170.3322427,,,,,,,,204.4628238,223.5618618,153.9829497,,,198.1451727,200.6124097,207.9197184,,229.7574736,,189.1195445,,,194.3231263,199.3406556,175.6636571,,,,,,,,196.3114027,210.5802262,206.7138243,,,212.8826521,216.1045561,208.9374683,,202.9863181,,209.7632497,,,208.8091544,209.3498027,202.409963,212.1159577,217.4470794,,,,,,,,,,177.2286577,199.0564987,198.2467873,,,232.2054706,169.7644763,209.7613012,,188.0120891,,163.2353046,,,213.2143496,183.7438009,200.5352698,189.3341475,,,,,,,190.0899815,207.4196293,182.508931,,,202.3640007,204.7654792,184.2767996,,175.1585254,,205.605101,,,187.161239,0,-235
14,,169.8473963,187.5706537,,,174.2346682,,206.0162643,,,189.4171426,210.3673925,211.1488708,196.1425931,,165.0609298,,,,,,,,221.2861197,214.5358364,166.6668505,,,205.679727,201.2542811,209.3520105,,221.8194059,,154.9350087,,,208.7763697,205.3766298,167.6015149,,,,,,,,189.3014259,203.8569565,202.6776944,,,211.222255,218.9625127,211.3403009,,197.0589588,,214.0005775,,,209.6075794,200.1811769,207.7115133,209.0524728,214.5742876,,,,,,,,,,196.8438623,200.8893044,193.7320693,,,218.3068362,177.3321721,210.8149159,,198.5762485,,180.9354825,,,215.3495131,177.3037183,207.721557,190.4058087,,,,,,,190.0457705,207.1263256,181.9697164,,,191.006191,197.9655849,189.4489041,,179.6844026,,179.9602291,,,192.8587624,0,-230
15,,161.3394372,186.2737472,,,181.3099332,,207.511791,,,189.6543222,207.475352,198.5199183,196.3698761,,176.8087145,,,,,,,,226.4764748,217.6357584,185.677202,,,188.5869747,207.2579191,206.2794369,,193.8348677,,160.9143648,,,211.0412448,194.3561933,170.2883558,,,,,,,,208.583779,204.0571044,211.5265125,,,215.5761298,219.8050201,196.5231727,,186.3821371,,222.9251969,,,209.8683173,202.118792,197.5239442,208.7221768,203.8556436,,,,,,,,,,215.5778074,219.025736,200.097268,,,206.9035374,183.8630051,210.7915841,,203.2051984,,197.594523,,,205.6378135,179.8290842,197.7373757,172.6218343,,,,,,,188.0997839,206.5815947,187.3158609,,,198.2272656,198.3310746,190.9530102,,180.0863779,,174.6877236,,,189.3881214,0,-225
16,,146.4965684,187.2398155,,,186.6929086,,170.6866666,,,192.2507675,210.7280232,195.837126,202.0519843,,190.9417028,,,,,,,,229.8339506,218.2536635,200.5029505,,,188.9149715,208.2592782,209.1432536,,189.4105684,,180.7931063,,,209.540435,212.1925808,169.9154247,,,,,,,,214.560503,201.0998494,208.6716956,,,212.345634,226.9483852,212.1634409,,193.6057007,,203.3594072,,,216.8872188,208.0432152,186.3017003,207.1270086,208.4679378,,,,,,,,,,216.000272,225.2858668,199.6235097,,,195.7412765,185.0779362,198.0895052,,191.3744285,,190.9079642,,,205.6326038,179.2898687,197.3576388,191.7118877,,,,,,,198.2876625,210.6255843,184.397639,,,193.6761113,199.1635846,191.2345862,,179.3648492,,179.4683494,,,195.5802228,0,-220
17,,155.6445112,192.5654993,,,183.4139302,,156.9408612,,,200.7796124,214.7431838,197.6638597,197.835228,,155.1681841,,,,,,,,232.8516679,220.5403362,205.9457661,,,193.4741813,198.2642853,210.9642457,,199.2383537,,194.3104031,,,199.8456473,215.1515132,177.4866568,,,,,,,,214.3731103,213.7291551,215.4336372,,,211.1516138,217.4264742,214.7118924,,196.0366096,,219.6414564,,,218.2258302,208.5383252,195.916216,197.067608,198.5125707,,,,,,,,,,210.0096219,230.175916,171.9711839,,,209.9054267,180.8739957,195.581655,,190.336838,,171.1472766,,,206.8697683,184.742152,197.6131138,203.4955371,,,,,,,198.7002614,212.2626277,188.4599928,,,196.9531183,196.2177655,197.0388719,,180.0163404,,176.6388811,,,191.8850659,0,-215
18,,143.8424164,197.5122228,,,184.1644188,,175.1608022,,,189.0416292,213.2359341,208.5267661,173.2695996,,136.3582711,,,,,,,,226.6933784,200.7300955,204.7818761,,,198.016699,203.034346,205.3387246,,216.8584769,,215.4866339,,,199.724601,209.3751473,172.5813168,,,,,,,,219.5974543,212.2610502,208.1556907,,,217.9691323,223.3197687,215.6869551,,199.5833487,,201.6265628,,,216.9498034,208.1445536,210.6507887,204.8929478,218.6868956,,,,,,,,,,195.0958329,215.4097876,166.07221,,,208.1659411,175.5416203,196.4848504,,192.6407674,,170.2518144,,,198.8732155,184.9335026,199.3466527,189.9577859,,,,,,,203.2874019,209.391393,194.2270119,,,196.8746392,200.1248449,196.7471492,,180.8183398,,174.1931252,,,188.6713788,0,-210
19,,167.7920819,195.9918536,,,185.2603064,,174.6540346,,,183.6171211,181.9824786,185.0077439,186.7608102,,133.0611735,,,,,,,,230.155633,217.6492305,203.0119266,,,195.685764,195.0376034,207.577702,,219.4541705,,210.1793498,,,205.0686802,205.0481496,172.3679809,,,,,,,,221.7523753,209.0215366,206.8715299,,,221.0229832,224.9826862,213.4804378,,201.9656828,,198.6098654,,,209.2462346,194.6109384,201.3669272,209.5904928,222.2783747,,,,,,,,,,217.3473339,221.9401735,157.4008022,,,202.230626,162.5177836,199.6268291,,202.8345192,,183.9602366,,,178.2108753,187.8259199,200.9758405,176.8706027,,,,,,,201.8636624,200.2226267,195.5611769,,,195.1104,197.87115,187.0946871,,185.5316115,,176.7975745,,,159.5134103,0,-205
20,,162.7876844,196.7414749,,,199.8520457,,184.2942168,,,180.6179127,190.277151,177.9505307,161.2763603,,134.0803964,,,,,,,,211.6973784,194.4453446,195.5485748,,,208.8643305,194.1028838,187.1598908,,216.5434203,,218.7217515,,,213.3539786,208.1160974,152.0827112,,,,,,,,215.7506937,208.1370848,207.5193467,,,208.9730515,221.9768488,209.5181457,,200.2792115,,187.5072025,,,203.175897,207.9826119,200.6082347,212.0485192,176.9201301,,,,,,,,,,226.589398,226.0742202,158.1280039,,,204.6602667,165.4009933,194.0756131,,197.8150093,,199.4077057,,,185.7421602,195.0377909,172.43888,194.472036,,,,,,,202.6161223,208.5405905,193.7244662,,,195.0132735,199.3330474,179.1775155,,187.2492681,,190.4209349,,,176.2478761,0,-200
21,,169.2195009,199.168462,,,196.7589705,,181.0976166,207.5983848,,178.2636725,189.5065533,170.5404431,159.6150881,,143.0283883,,,,,,,,187.6428037,190.4269119,196.7630458,,,220.4974579,197.1617354,196.3658547,,203.382563,,226.1813938,158.9735425,,181.7849066,209.0452954,155.6125803,,,,,,,,202.9553452,212.907713,209.0985415,,,206.9290163,216.0906203,208.1225921,,199.6755194,,206.6752518,218.3900617,,201.9261076,204.1823003,196.0304723,204.7210681,162.7604379,,,,,,,,,,211.6562683,208.3644748,165.6302703,,,198.3897971,153.5790277,189.5132399,,198.8520972,,202.1748545,192.7781599,,181.2087862,191.2109448,156.750172,180.318801,,,,,,,205.8463405,207.8274684,201.9481304,,,200.6138985,199.9608679,186.9404588,,189.5078504,,204.1790461,164.3674684,,177.0900238,0,-195
22,,173.2971725,201.3274077,,,179.9605568,,188.9596412,159.5077939,,187.2359144,167.4010866,208.8394318,187.2980404,,157.4415082,,,,,,,,201.1832535,203.4611567,208.6441969,,,217.7508449,198.5384139,202.7884817,,205.3499912,,166.5775507,159.5869684,,194.2010061,201.5392852,180.4381206,,,,,,,,214.5398759,211.4432011,209.0729055,,,212.8581685,217.5958525,190.0655433,,201.4382639,,210.0453247,148.2049681,,212.3711942,206.9534875,197.970072,203.7266504,196.4080668,,,,,,,,,,200.1612683,192.7487669,164.6955463,,,198.4124629,164.1268598,186.9558605,,186.634343,,207.953705,189.6460356,,198.9792472,188.8358309,174.6513696,151.1735051,,,,,,,198.2279327,199.9181284,197.8093581,,,197.2299167,197.1358256,191.0944489,,188.4667164,,174.8616832,169.2054175,,183.093841,0,-190
23,,170.3308055,210.1011719,,,179.980509,,203.4127631,156.3490851,,193.7920475,149.3591025,212.9942918,203.3613711,,171.3213805,,,,,,,,180.7662981,190.0303683,209.0531326,,,201.0761209,190.0367921,207.303121,,183.8326365,,169.319485,149.1899254,,200.9413845,195.1648466,185.743547,,,,,,,,208.0570539,210.6433928,210.1023619,,,213.9204297,218.6717252,191.7953142,,193.6652287,,188.8247465,142.8223171,,217.9985567,204.2591548,207.1965832,203.1037429,199.5724164,,,,,,,,,,202.3715195,202.2577565,153.6231144,,,200.241209,177.8370827,188.9307268,,186.5108211,,209.5196953,194.9818011,,195.8699688,184.8349757,175.7187649,162.3683482,,,,,,,186.648399,194.9884855,194.3380466,,,196.5590093,194.2673921,192.877245,,183.5572984,,174.8388932,158.9694937,,184.5122601,0,-185
24,,160.3954836,205.1873615,,,180.2169169,,196.2734017,189.9846124,,178.170052,161.7287558,168.2636087,210.8894287,,180.0655367,,,,,,,,180.352417,175.8574071,201.5466103,,,205.3549435,181.8212364,198.0974508,,194.6781398,,213.6963282,153.8191472,,194.0646495,159.7078897,175.5858481,,,,,,,,216.1219317,212.608246,206.2124064,,,193.0881604,210.4125167,206.5789767,,199.9207687,,132.320492,157.9741372,,213.3629492,195.4495621,204.7219431,152.4388251,213.7229491,,,,,,,,,,190.0936961,191.4668984,157.8823688,,,198.5618993,181.2801515,196.7508347,,169.8940928,,210.322682,196.5437687,,196.5513258,191.7085145,170.0743519,162.3087705,,,,,,,167.4334596,190.6606041,195.8705477,,,192.4380931,191.1916636,194.3787268,,189.9491214,,179.9906925,157.721098,,178.0868837,0,-180
25,,159.1901931,195.9857196,,,179.7354304,,205.2807522,195.3426666,,150.1317161,159.3300161,193.8061901,199.3306747,,179.9859325,,,,,,,,179.8904406,180.8474256,200.2505394,,,193.9908121,200.8051718,202.4711924,,180.7966063,,219.6259799,170.6891386,,154.5810567,139.0879931,180.601138,,,,,,,,216.9792808,201.8910806,208.8470714,,,164.9960307,217.4291403,195.1843408,,192.3727682,,135.7669913,187.2534489,,196.092616,187.2272443,204.4098279,186.3123697,190.5070853,,,,,,,,,,189.0294551,201.6620027,162.0835707,,,198.5916576,162.4567568,192.4333688,,182.7605698,,204.9455717,202.2422009,,185.8142161,193.3227948,173.7107367,172.7172561,,,,,,,160.0736179,183.1577876,200.0941335,,,195.0099313,164.698243,201.5387333,,190.3482521,,203.3429178,160.5718685,,158.4431531,0,-175
26,,167.9133974,182.3340687,,,179.0254579,,198.464813,182.6369228,,142.3789868,160.6150897,187.2720078,208.3944276,,176.1629319,,,,,,,,201.7997264,193.701419,195.8513895,,,210.5364213,207.348441,195.0449315,,197.6783607,,202.676901,177.3802608,,147.0924429,134.078756,178.762977,,,,,,,,214.7590773,209.8814013,206.9039414,,,174.6331494,211.8508616,159.6636055,,178.5638002,,165.547248,200.97744,,175.979521,147.7715682,196.8240911,203.5289551,200.0293596,,,,,,,,,,192.9667206,207.8913618,159.5951426,,,188.8361877,168.744219,198.8999247,,191.6856031,,216.6027054,208.2331514,,178.9884127,198.0835684,174.8450408,182.0999553,,,,,,,154.5525065,186.943488,196.5062296,,,194.3235276,177.2680563,190.454091,,184.3637413,,177.6386621,162.7557894,,151.9632533,0,-170
27,,146.9429906,191.2960167,,,179.4204881,,192.5505006,171.5917344,,160.1920596,161.251766,154.3598426,168.924892,,185.2240415,,,,,,,,202.7378914,176.45081,189.3843556,,,205.5545024,179.0711154,176.9937647,,176.7108745,,206.5831426,167.1876576,,159.0764923,137.3432134,176.0689112,,,,,,,,212.1365052,207.3163495,207.0764568,,,187.1271599,210.9930715,142.3600068,,193.5287339,,198.2849153,205.6568804,,142.7578181,128.9267207,154.8695387,209.1712195,200.2009565,,,,,,,,,,184.2647412,197.8808589,170.2896779,,,189.7322888,149.6459062,188.9477803,,190.8056765,,201.0079091,203.3292322,,151.2364876,203.2087587,174.4734027,171.0602734,,,,,,,165.732305,174.7456815,198.0571994,,,173.3561922,172.2938582,180.775685,,186.8384185,,175.7173387,158.631339,,147.2079755,0,-165
28,,149.1300342,163.6271872,,,182.7854726,,190.5509438,144.4204478,,176.7468877,161.9195053,175.6305744,176.3091125,,184.87192,,,,,,,,204.9026386,185.4956867,172.986518,,,177.0043232,134.3642128,203.0469652,,160.8940036,,222.9199957,164.0253874,,175.0459606,135.1640745,155.4273178,,,,,,,,207.8093502,205.2676822,182.2321417,,,155.2327278,156.7146936,152.2052085,,200.0553101,,193.9255309,211.0581761,,162.9290982,138.2252345,189.5645308,200.5603788,211.1071403,,,,,,,,,,182.4837366,183.3229647,168.1392603,,,174.8553791,154.7727993,197.9451993,,186.102742,,222.7422045,203.4010026,,163.5567743,189.4863258,175.0020474,158.1538939,,,,,,,176.5014662,177.4453171,178.5358409,,,167.3497218,144.0724141,184.0675625,,181.2416634,,175.8240466,148.4661762,,151.160276,0,-160
29,,158.0731081,181.2526847,,,172.5005046,,196.1213579,160.1626619,,184.2966988,166.2335863,185.5939309,167.9489696,,187.7893069,,,,,,,,193.9263799,196.7237875,174.9004812,,,168.9999026,149.4644746,209.2698709,,170.7662212,,215.5088962,163.4674596,,198.0174931,160.9592198,161.0491248,,,,,,,,213.2826394,205.1797412,179.8252154,,,156.8484508,145.5296885,139.2241627,,199.2494567,,196.5607383,213.3186322,,180.7519586,175.8960064,197.3273773,187.5448867,205.6233017,,,,,,,,,,179.224056,198.4941273,188.880853,,,182.7920815,163.2806411,203.4492085,,185.6629957,,209.2812303,214.7427644,,162.1612212,196.7366172,177.0301613,159.0530148,,,,,,,165.320244,158.9783545,185.0921092,,,159.708872,152.0020187,188.8020966,,176.7673399,,181.0461034,157.1585852,,157.6355645,0,-155
30,,168.3064352,198.9892507,,,171.7187058,,184.2286047,190.9826118,,187.4211706,155.9919676,191.1194567,156.5459814,,180.3002533,,,,198.6337857,,,,186.0079364,179.4101694,193.2987869,,,190.5668391,160.5914556,217.118377,,170.5623707,,182.9583637,154.1452155,,196.946076,175.7301072,141.3584487,,,,177.9238997,,,,187.9082895,194.3103509,195.4047207,,,200.0544164,143.4358345,154.6589807,,200.4855805,,199.8776083,199.088284,,206.1728839,190.5999781,200.8832953,160.0366804,214.3943363,,,,181.7734542,,,,,,184.2380721,196.8141605,188.9696162,,,191.8320357,152.1137166,195.0671691,,177.238926,,233.7136725,182.4547955,,168.1972669,190.8259867,177.8376626,165.0565467,,,,150.0222538,,,161.3408055,146.3583854,202.6789587,,,162.1102698,150.4819144,184.6333813,,173.135349,,203.5558925,157.0289439,,149.5786775,0,-150
31,,158.949171,201.1992681,,,174.9616678,,179.4415684,200.5105319,,180.9063804,153.9334108,192.4714621,151.7415996,,180.495084,,,,185.6573225,,,,193.1768944,152.9235927,185.8619693,,,184.2356875,176.5873231,203.6828791,,153.200388,,196.3188414,181.506941,,188.488967,143.3823931,139.0495873,,,,163.09876,,,,210.3033656,195.7510971,199.0035274,,,201.5332766,141.7997341,171.8611953,,175.3931358,,196.7276206,211.363063,,218.1146243,168.8490523,191.9668211,150.7004897,221.5381395,,,,186.8217803,,,,,,191.0434449,190.427075,198.418788,,,196.2828048,145.008266,171.7198153,,167.9010753,,232.8462091,164.8468762,,166.4972777,185.8858872,186.2196701,182.7441869,,,,152.5176275,,,168.2497297,162.6832643,183.0961618,,,162.4397038,155.7964219,174.2102715,,168.5533549,,184.8247999,154.6068544,,147.3990299,0,-145
32,,169.674783,186.5394571,,,176.315885,,189.9136836,191.677705,,182.731991,161.1515903,167.75439,157.6619956,,183.6969214,,,,188.1502209,213.7105444,,,185.4722761,148.706427,199.2555967,,,188.1799012,187.0862472,204.3857431,,148.9069441,,195.7041883,198.5464466,,193.2222336,139.6483401,152.7818556,,,,183.4956996,,,,201.8561766,205.4194912,202.33431,,,198.7581492,173.2399442,179.2625804,,189.4356012,,190.1473744,212.4989769,,218.8776468,146.1840097,192.3350844,146.8441505,219.6191592,,,,184.9015425,,,,,,166.8773478,197.9266274,215.3776279,,,166.2264388,139.1942265,148.1573418,,166.4598203,,222.8719528,191.5483343,,165.1085355,185.5278497,174.5208848,195.6711174,,,,179.697306,,,171.1690763,178.1071455,166.6254455,,,150.6853822,158.0991497,174.4046814,,177.3068114,,145.6864032,166.3183229,,151.2831667,0,-140
33,195.7028045,174.1945427,207.2394161,,,177.3930595,160.556319,191.0340943,146.6805754,,183.8991181,158.5339477,190.758074,173.2138074,,189.693966,188.899399,,,180.9994058,190.6934221,,,211.8098875,154.4893243,172.3511838,,,200.4887513,168.7049646,196.932512,,152.9850206,146.4816142,201.0314934,159.3486788,,202.2105933,145.7714167,181.5009522,188.899399,,,187.7045139,,,,213.2510127,203.0197622,203.7395959,,,210.7660023,156.7147777,173.3866627,,205.4704437,153.0025796,203.0704869,196.6531608,,217.4538766,146.7341837,187.9934942,142.9184278,202.9737643,201.5879086,,,201.4770356,,,,,,166.6700696,184.3928161,215.9955791,,,184.4041199,147.5909835,147.5661736,,173.4811402,190.6775261,216.7856046,210.5341091,,165.429591,189.201022,142.2484125,194.8480368,193.1011738,,,188.0780893,,,190.8587099,183.0043429,170.3241537,,,152.9638488,170.0602117,175.3376079,,183.3110524,145.8208285,152.8772581,170.7374657,,164.540011,0,-135
34,178.8056255,178.8109728,204.186886,,,164.1857485,176.9079389,186.762261,161.6342026,,177.4969835,161.652928,189.0006142,187.3669694,,184.1097688,181.4944203,,,167.8192971,204.7703797,,,198.5182811,164.7644718,190.9524456,,,176.6143416,167.7459386,195.6633751,,157.8365353,176.4288543,189.6659205,150.2156362,,177.1020206,151.6830988,182.9799883,181.4944203,,,174.2767095,,,,220.0399024,208.7751084,205.1449292,,,180.3287577,144.9666392,162.6916478,,207.321311,169.2106729,199.9924191,211.333606,,203.5237861,155.9162825,164.4196042,188.5048915,174.7884514,206.7638914,,,219.1313528,,,,,,173.2697595,159.243209,220.0599297,,,179.1494329,153.6943656,154.4170526,,166.6865132,191.4768331,213.1708454,206.2348565,,168.9930646,188.6571575,138.458106,172.0566596,192.6594303,,,180.6167088,,,198.327225,156.6734357,170.5335031,,,150.0649343,180.173322,182.1143146,,153.1325624,151.9972375,151.4823465,159.168955,,166.962724,0,-130
35,177.6233475,176.0320656,202.0763168,,,178.7572456,179.7661887,155.3351328,188.2485861,,167.8186152,160.959402,199.744564,200.5408197,,188.0066974,176.4390412,,,132.9130397,214.8459619,208.0295781,196.213296,185.4082735,157.1898588,200.7932019,,,196.5645604,197.5353049,205.71329,,161.000978,194.5451376,186.0893144,176.4801363,,186.7466624,159.2341982,178.0519693,176.4390412,,,181.6504934,185.9817965,191.3489249,,217.0675627,180.301138,199.2952031,,,189.7083559,165.1235505,182.1831051,,166.0971329,179.4701146,204.3604942,215.5142088,,195.8032749,171.2649282,165.9492559,210.9971776,172.3250353,208.8550554,,,214.0091517,189.7120033,173.9931819,,,,178.74472,146.5167794,216.3148329,,,166.7970888,164.7507898,160.3023828,,168.4281946,201.6558695,207.1365038,182.1115903,,187.8336172,187.2502382,138.0057032,185.1145877,185.4436544,,,156.4994304,158.9619556,195.7587078,191.6723278,137.0652843,172.0172016,,,151.1031335,185.7176555,178.1764531,,142.4358423,152.216465,164.0808029,159.1309499,,157.3452912,0,-125
36,193.0514846,174.1978213,196.8064532,,,179.3486003,185.5175945,167.7628027,203.6987736,,187.2697157,157.9266208,197.8040503,203.9859342,,193.172932,177.624686,,,133.4675512,189.6128529,209.1605094,197.9006288,192.1612557,146.4971106,206.6862777,,,196.4929672,210.0909819,193.7033182,,162.6402907,194.0698368,185.5907287,192.6787792,,207.9322066,177.3978375,173.6814908,177.624686,,,177.9725983,183.6034494,199.7482574,,223.8927217,148.4773512,202.9428004,,,174.6006053,217.5252143,183.4531988,,172.2725918,160.2883333,204.9696465,205.3998932,,180.9506648,195.8384891,161.6236185,209.6490511,194.1836641,183.5435104,,,217.8388573,191.9982335,194.7318,,,,180.9416768,160.7781722,217.1981117,,,169.4745935,175.9364564,157.7484757,,171.2159529,200.5711875,206.0343455,169.3964267,,190.4119903,188.5211381,145.5526195,196.8628737,195.393502,,,167.4709988,164.5165159,200.1676519,175.1092577,152.5107047,184.3527981,,,170.8041194,192.1986206,177.1820785,,150.1223656,147.5710917,170.691206,172.7982037,,160.5496316,0,-120
37,172.5556738,167.7463014,202.1815027,,,171.4661134,194.1087216,176.5339721,208.3053147,180.3213963,190.4510421,167.7873815,160.4919941,211.9159059,,198.2427205,174.7975807,,,153.6957312,208.9049072,216.0046655,208.6062152,211.8120796,170.2919083,195.6412948,,,198.1983999,210.3657176,195.6429915,,157.3323386,190.7821233,168.2754072,187.7631156,176.8124978,202.6238195,182.3482781,179.3952439,174.7975807,,,175.2150534,194.0272434,153.2092818,,218.1207584,133.4027147,202.2408915,,,181.6891018,232.9042578,178.2907283,,158.4991346,142.4591355,208.9975266,206.0334795,202.9425313,167.8532305,173.3197149,199.5023267,201.8327287,190.7245654,153.2646349,,,220.7040333,203.5069232,193.6376578,,,,162.0683096,175.7085523,200.7771994,,,196.1561557,163.0085664,167.4861936,,175.1609088,210.5172428,219.8744975,189.6586452,214.6437404,205.7592806,176.6760843,149.0182855,203.6266592,198.6996504,,,163.5965671,164.2961368,199.3181634,177.4626449,158.2053047,186.0084199,,,172.4127282,174.3573779,183.0882207,,156.3447841,152.9468757,172.3966108,178.2129255,215.5343881,178.0765739,0,-115
38,168.0628631,175.6570172,198.2151871,,,165.2195362,222.8540571,189.3253251,199.268179,185.40672,179.509791,153.3552971,159.59103,200.3210623,,182.1444288,172.3399601,,,156.4340523,172.4587301,189.981976,199.0675875,185.2354606,187.2453591,194.9732042,,,188.1851803,212.7304607,190.1696677,,159.5786673,169.7000798,205.3046459,185.6277068,139.725672,198.5385499,177.998061,185.173305,172.3399601,,,180.7362401,187.796686,146.8107713,,224.5854228,153.9556175,199.1004913,,,166.3671897,220.8554559,151.9693608,,205.9684189,155.5958602,206.2123807,213.053107,200.0657235,192.8757973,146.7418105,203.4997873,190.8649436,197.2299322,161.8989506,,,219.4026169,185.3364132,165.714873,,,,170.3417492,165.7075166,201.0526164,,,199.3070223,167.0096849,168.9818278,,179.2547874,204.8434581,189.1594185,201.2530229,201.8673922,211.1580632,180.5555233,150.4450024,206.3710787,183.3718289,,,168.7431622,157.3398689,203.9108777,186.772457,160.3819299,182.3491684,,,178.2364657,171.3871546,184.282701,,155.1718988,153.5222845,178.3025091,183.2218868,215.0072215,185.1555684,0,-110
